Status,Label,Message,ProcessedMessage
receive,0,U asked wat is makin me think  d owner of d chest  where I usually put my head @ night  is not with me. Y wil I not think? My luv is far frm me. I'm missing U.,u ask wat makin think owner chest usual put head night wil think luv far frm miss u
send,0,Like the stars were made to twinkle Like the sun was made to shine Like the clouds were made to embrace  Like the flowers were made to bloom Like life was made to be lived I was made to love you and that I will always do. Good nite. ,like star made twinkl like sun made shine like cloud made embrac like flower made bloom like life made live made love alway good nite
send,0,I love you more today than I did yesterday But not as much as I will tomorrow.Happy Valentine's Day!,love today yesterday much tomorrow happi valentin day
receive,0,Who are d 'they'? If God say U wil see me again U wil. Thank God we av 'they' btw us now.,god say u wil see u wil thank god av btw us
receive,0,Oni Oluwatoyin Florence...01XXXXXX3. Happy new month.,oni oluwatoyin florenc numberxxxxxxnumb happi new month
receive,0,Dear BABALOLA  school fee Ref: FUN/FEE/RSG/201314/1/04531 Bank: GTBANK Date: 24/03/14 15:02:21 Amt:15 850.00. Go online to complete your course registration and print receipt.,dear babalola school fee ref fun fee rsg number number number bank gtbank date number number number number number number amt number number number go onlin complet cours registr print receipt
send,0,Yemisi  you said you are going and u went despite the fact that i've explained things to you and even saying that i'm sorry. I want u to know that what i didnt do in the past 6 years  i can start now and if after all this years u cant even trust me 4 a minute  then i dont know what to say but i'm saying this wt my whole heart that i've never cheated on u and i will never do. Once again i'm sorry,yemisi said go u went despit fact explain thing even say sorri want u know didnt past number year start year u cant even trust number minut dont know say say wt whole heart never cheat u never sorri
send,0,Yemisi  you said you are going and u went despite the fact that i've explained things to you and even saying that i'm sorry. I want u to know that what i didnt do in the past 6 years  i can start now and if after all this years u cant even trust me 4 a minute  then i dont know what to say but i'm saying this wt my whole heart that i've never cheated on u and i will never do. Once again i'm sorry,yemisi said go u went despit fact explain thing even say sorri want u know didnt past number year start year u cant even trust number minut dont know say say wt whole heart never cheat u never sorri
receive,1,Your Viber code is: 5398.Close this message and enter the code into Viber to activate your account.,viber code number close messag enter code viber activ account
receive,1,Your Viber code is: 3007.Close this message and enter the code into Viber to activate your account.,viber code number close messag enter code viber activ account
receive,0,01XXXX23 babalola andrew olawale,numberxxxxnumb babalola andrew olawal
receive,0,oji GTB ACCOUNT No. 0032813486. Abeokuta.  Regards,oji gtb account phone number abeokuta regard
receive,0,Good day.  Please note that your house rent expired on 31st Dec. 2013. Please ensure you pay immediately into the account below.  OLUWAGBENRO Thomas Olus,good day pleas note hous rent expir numberst dec number pleas ensur pay immedi account oluwagbenro thoma olus
receive,0,20XXXXXX71 Babalola Adegboyega D  zenith bank,numberxxxxxxnumb babalola adegboyega zenith bank
receive,1,081XXXXXX317 called you 2 times from 04/09/2014 20:08 to 04/09/2014 21:58.Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.,numberxxxxxxnumb call number time number number number number number number number number number number recharg nnumber get nnumber worth airtim numbermb data week easi starter
receive,1,081XXXXXX317 called you on 04/09/2014 at 20:07 .Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.,numberxxxxxxnumb call number number number number number recharg nnumber get nnumber worth airtim numbermb data week easi starter
receive,1,081XXXXXX17 called you on 03/09/2014 at 7:57 .Recharge N200 to get N500 worth of Airtime & 5MB data weekly on Easy Starter.,numberxxxxxxnumb call number number number number number recharg nnumber get nnumber worth airtim numbermb data week easi starter
receive,1,Get 5MB Free& N300 Free Credit To Call 2 Special Numbers Every Week. Simply Recharge With N200 Weekly. Dial*233*1*Etisalatnumber# To Register Ur special Num,get numbermb free nnumber free credit call number special number everi week simpli recharg nnumber week dial number number etisalatnumb regist ur special num
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday,dial number number get numbergb data plan brows favourit site nnumber data valid till number numberpm sunday
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday,dial number number get numbergb data plan brows favourit site nnumber data valid till number numberpm sunday
receive,1,Dial *5995*2# to Get 1GB data plan to browse your favourite sites for just N1000. Data valid till 11:59PM Sunday,dial number number get numbergb data plan brows favourit site nnumber data valid till number numberpm sunday
receive,1,Secure your life from viruses & sickness  Enjoy 5 days Free life cover of N100 000 & N10 000 medical benefit. Get it now! Text LIFE to 48433 & Register.,secur life virus sick enjoy number day free life cover nnumber number nnumber number medic benefit get text life number regist
receive,1,Thrill your callers with your Favourite Football Club Ring Back Tune for FREE. Text CLUB to 251 for a list of football club tunes or text 10 to 251 for Man U,thrill caller favourit footbal club ring back tune free text club number list footbal club tune text number number man u
send,0,hbd kenny many more yrs in good health and sucess sorry its cumij late tak care,hbd kenni mani yrs good health sucess sorri cumij late tak care
receive,0,Noooo I can't do dat now! Come on!,noooo dat come
receive,1,"Is 81XXXXX67your number? If yes  send ""YES"" to 38255 to get expert Football match analysis from SUNDAY OLISEH  live from Brazil. Service is FREE for 2 days!",numberxxxxxnumberyour number yes send yes number get expert footbal match analysi sunday oliseh live brazil servic free number day
receive,1,10MB valid for 1 day at N100 only  dial 14154 for your daily internet tonic,numbermb valid number day nnumber dial number daili internet tonic
receive,0,Morning is silent morning is calm morning is beautifil but morning is not completewithout wishing u good and wonderful day.,morn silent morn calm morn beautifil morn completewithout wish u good wonder day
receive,0,i wish i could bethere to care 4 u instead of sayingthis loving good nite.,wish could bether care number u instead sayingthi love good nite
receive,0,The first sunlight to touch your face is My wishper to GOD to take care pf you.and to make ur day a PLEASANT 1.GOOD MORNING,first sunlight touch face wishper god take care pf make ur day pleasant number good morn
receive,0,My nxt girlfriend iyaf 4get me..wel  i no vex o.. Hp u gud nd u enjoyin d brk?? Jst checkin on u nd takia of ursef..ciao,nxt girlfriend iyaf numberget wel vex hp u gud nd u enjoyin brk jst checkin u nd takia ursef ciao
receive,0, tomorrow Gues u kno d initial writer. M sorry bt i do love you,tomorrow gue u kno initi writer sorri bt love
receive,0,Night is designed to end the worries and fear of d day it signifies to leave it all to God and prepare for anoda to come av a peaceful nite and a blessed,night design end worri fear day signifi leav god prepar anoda come av peac nite bless
receive,0,Av been tryin to reach u bt ur no has nt been going. Anyway guess u had a great day   nd am realy glad we had a lengthy talk today. Av a nice rest dear. SODEEQ,av tryin reach u bt ur nt go anyway guess u great day nd reali glad lengthi talk today av nice rest dear sodeeq
receive,0,Hi  I just gt bk Om afta tireless search 4 credit buh ws unable 2 gt one.  I wishd   2 chat wit u more b4 goin 2 bed. Do av a blissful 9t rest... Swt dreams  ,hi gt bk om afta tireless search number credit buh ws unabl number gt one wishd number chat wit u bnumber goin number bed av bliss numbert rest swt dream
receive,0,Good morning dear... I couldn't come bcos of d rain dat fell yesterday evening.. I'll see u after class 2mrw.. Thanks for helping me out.. See u soon ,good morn dear come bcos rain dat fell yesterday even see u class numbermrw thank help see u soon
receive,1,Kafayat  you have 32 friend requests on Facebook: https://fb.me/aRZ4jXUBNgri9B,kafayat number friend request facebook webaddress
receive,1,Kafayat  you have 32 friend requests on Facebook: https://fb.me/25RlD8Yl1Dw8B9M,kafayat number friend request facebook webaddress
receive,0,Asww Kafayat  I hope u had a busy schedule 2day wch make u slp early though i gt ur no late 2wards Isha prayer. Av bin so thirsty nd eager 2 hear ur sweet voice. I'l i aprc8 a prompt reply afta readin diz so as 2 make my intenti?n knwn 2 ... With lots of love 4rm: OLABODE  XOXO ,asww kafayat hope u busi schedul numberday wch make u slp earli though gt ur late numberward isha prayer av bin thirsti nd eager number hear ur sweet voic l aprcnumb prompt repli afta readin diz number make intenti n knwn number lot love numberrm olabod xoxo
receive,0,If i were u  i'd listen to wht i av to say. Nt a must tho. Nice day.,u listen wht av say nt must tho nice day
receive,0,3k paid into ur a/c u must have $een,numberk paid ur c u must money symboleen
send,0,Akinyemi. Kafayat. Olamide gtbank. A/c no 01XXXXXX74,akinyemi kafayat olamid gtbank c numberxxxxxxnumb
receive,0,Kiffy mancot is nt yet workin pls let meet at d coleng pls.,kiffi mancot nt yet workin pls let meet coleng pls
receive,0,Wt my supervisor. Am doin my IT defence tomoro so we ar doin mini presentatn nw. Tried ur number wen am less busy bt nt goin.,wt supervisor doin defenc tomoro ar doin mini presentatn nw tri ur number wen less busi bt nt goin
receive,1,Our past is a series of lessons that advance us to higher levels of living and loving. The relationships we entered or ended taught us necessary lessons,past seri lesson advanc us higher level live love relationship enter end taught us necessari lesson
receive,1,If your daily life seems poor  do not blame it  but rather  blame yourself and know that you have not been poetic enough to capture its richness.,daili life seem poor blame rather blame know poetic enough captur rich
receive,1,You were born with potential. You were born with goodness and trust. You were born with ideals. You were born with wings  so learn to use them and fly!,born potenti born good trust born ideal born wing learn use fli
receive,1,God and men are like 2 lovers who have made a mistake on the location of their meeting place. Men waits for God in time and God waits for men in eternity.,god men like number lover made mistak locat meet place men wait god time god wait men etern
receive,1,The happiness of ur life depends upon the quality of ur thoughts so guard accordingly and take care that u entertain no notions unsuitable to virtue.,happi ur life depend upon qualiti ur thought guard accord take care u entertain notion unsuit virtu
receive,1,Be more concerned with ur character than with ur reputation. Ur character is what u really are while your reputation is merely what others think u are.,concern ur charact ur reput ur charact u realli reput mere other think u
receive,1,Dont be afraid to fail or waste energy trying to cover up for it. Learn from it and go on to the next challenge. Its OK to fail. It helps you grow!,dont afraid fail wast energi tri cover learn go next challeng ok fail help grow
receive,1,Life should be measured not by the number of years but rather by the love shared  the memories made  the joy given and the blessings received.,life measur number year rather love share memori made joy given bless receiv
receive,1,You can have anything u want if you want it desperately enough. U must want it with an inner exuberance that erupts through the skin and joins the energy.,anyth u want want desper enough u must want inner exuber erupt skin join energi
receive,1,Life isnt about expecting and hoping  its about doing and becoming.Its about the choices uve made and the ones ure about to make.Pick wisely!,life isnt expect hope becom choic uve made one ure make pick wise
receive,1,Life is a great travel trip. The only problem is that it doesnt come with a map.We have to search for our own way to reach the destination.,life great travel trip problem doesnt come map search way reach destin
receive,1,Its not the strongest of species that survives  nor the most intelligent but the one most responsive to change. Change is the rule of life!,strongest speci surviv intellig one respons chang chang rule life
receive,1,Always enjoy life  no matter how hard it seems. When life give you a thousand reasons to cry  show the world that you have million reasons to smile.,alway enjoy life matter hard seem life give thousand reason cri show world million reason smile
receive,1,Its a good idea to leave your problems to God  but dont complain if they dont get resolved. For u know  its only YOU who can solve them.,good idea leav problem god dont complain dont get resolv u know solv
receive,1,Guard ur roving thoughts with a jealous care for speech is but the dialer of thoughts and any1 can plainly read in ur words whats on ur mind.,guard ur rove thought jealous care speech dialer thought anynumb plain read ur word what ur mind
receive,1,We live in deeds  not years; in thoughts  not breaths; in feelings  not figures. He lives best  who thinks most  feels the noblest and acts the best.,live deed year thought breath feel figur live best think feel noblest act best
receive,1,Friendship is a prized gift that gives our heart a lift  a blessing we just cant do without because friendship is what living is all about!,friendship prize gift give heart lift bless cant without friendship live
receive,1,Every lucky happening and every lucky break are little gifts from God above that are ours to freely take.Always remember God is there for u.,everi lucki happen everi lucki break littl gift god freeli take alway rememb god u
receive,1,Dreamers are the architects of greatness. Their wisdom lies within their souls.Dream long and hard  because someday your dream will come true.,dreamer architect great wisdom lie within soul dream long hard someday dream come true
receive,1,Dreamers are the architects of greatness. Their wisdom lies within their souls.Dream long and hard  because someday your dream will come true.,dreamer architect great wisdom lie within soul dream long hard someday dream come true
receive,1,The poet does not fear death not coz he believes in the fantasy but coz death constantly visits his thoughts and is thus an image of a serene dialogue.,poet fear death coz believ fantasi coz death constant visit thought thus imag seren dialogu
receive,1,Dont place ur mistakes on ur head  their weight may crush u. Instead place them under ur feet and use them as a platform to view ur horizons.,dont place ur mistak ur head weight may crush u instead place ur feet use platform view ur horizon
receive,1,Dont be like a parrot; be like an eagle.A parrot speaks but cant fly high whereas an eagle is silent and has the willpower to touch the sky!,dont like parrot like eagl parrot speak cant fli high wherea eagl silent willpow touch sky
receive,1,Challenges are tough to those who never face them but easy to those who accept them. Accept every challenge with a smile and see it disappear!,challeng tough never face easi accept accept everi challeng smile see disappear
receive,1,Believe in the rewards that await u  believe in the harvest in store. Believe in the futures promise  each new day gives a new chance to u.,believ reward await u believ harvest store believ futur promis new day give new chanc u
receive,1,Strength does not come from winning.Your struggles develop your strengths.When you go through hardships and decide not to surrender that is strength.,strength come win struggl develop strength go hardship decid surrend strength
receive,1,Being happy doesnt mean everything is perfect  it just means that u decided to look beyond the imperfections. Its a good way to live life.,happi doesnt mean everyth perfect mean u decid look beyond imperfect good way live life
receive,1,Appreciation is the highest form of prayer  for it acknowledges the presence of good wherever you shine the light of your thankful thoughts.,appreci highest form prayer acknowledg presenc good wherev shine light thank thought
receive,1,Do not spoil what you have by desiring what you do not have; and always remember that what you now have was once among the things you only hoped for.,spoil desir alway rememb among thing hope
receive,1,An optimist is a person who sees a green light everywhere while a pessimist sees only the red stoplight. The truly wise person is colorblind,optimist person see green light everywher pessimist see red stoplight truli wise person colorblind
receive,1,Always dream and shoot higher than you know how to. Dont bother just to be better than your contemporaries  try to be better than yourself.,alway dream shoot higher know dont bother better contemporari tri better
receive,1,Disciplining yourself to do what you know is right and important  although difficult  is the highroad to pride  self-esteem  and personal satisfaction.,disciplin know right import although difficult highroad pride self esteem person satisfact
receive,1,Fear less  hope more  eat less  chew more  whine less  breathe more  talk less  say more  hate less  love more and good things will be yours.,fear less hope eat less chew whine less breath talk less say hate less love good thing
receive,1,Stand upright  speak thy thoughts  declare The truth thou hast  that all may share; Be bold  proclaim it everywhere: They only live who dare.,stand upright speak thi thought declar truth thou hast may share bold proclaim everywher live dare
receive,1,Circumstances are difficult to change; but by changing yourself  you automatically change the effects of the circumstances and this you can do anytime.,circumst difficult chang chang automat chang effect circumst anytim
receive,1,To wait for someone else  or to expect someone else to make my life richer  or fuller  or more satisfying  puts you in a constant state of suspension.,wait someon els expect someon els make life richer fuller satisfi put constant state suspens
receive,1,What matters is to live in the present  live now  for every moment is now. It is your thoughts and acts of the moment that create your future.,matter live present live everi moment thought act moment creat futur
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.,time inde heal need minut hand move let stop us keep go without notic past far behind
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.,time inde heal need minut hand move let stop us keep go without notic past far behind
receive,1,Time indeed heals. We just need the minute hand to move on and not let it stop for us to keep going on; without notice the past is far behind.,time inde heal need minut hand move let stop us keep go without notic past far behind
receive,1,The most extraordinary thing about this life is that YOU are the author of your own destiny  and you get to decide whats in the next chapter.,extraordinari thing life author destini get decid what next chapter
receive,1,You can take from every experience what it has to offer you. And you cannot be defeated if you just keep taking one breath followed by another.,take everi experi offer defeat keep take one breath follow anoth
receive,1,There are some people who live in a dream world  and there are some who face reality and then there are those who turn one into the other.,peopl live dream world face realiti turn one
receive,1,Real confidence comes from knowing and accepting yourself-your strengths and limitations  in contrast to depending on affirmation from others.,real confid come know accept strength limit contrast depend affirm other
receive,1,Real confidence comes from knowing and accepting yourself-your strengths and limitations  in contrast to depending on affirmation from others.,real confid come know accept strength limit contrast depend affirm other
receive,1,A friend is someone who knows the song in your heart and sings it back to you when you have forgotten how it goes. Be a friend to someone!,friend someon know song heart sing back forgotten goe friend someon
receive,1,What you lost in the past was a part of your destiny  but what you will get in future will be the combination of both your efforts and luck.,lost past part destini get futur combin effort luck
receive,1,Troubles are like washing machines  they twist  turn and knock us around  but in the end we come out cleaner  brighter and better than before.,troubl like wash machin twist turn knock us around end come cleaner brighter better
receive,1,The game of life is the game of boomerangs. Our thoughts  deeds and words return to us sooner or later. Be kind to get kindness in return.,game life game boomerang thought deed word return us sooner later kind get kind return
receive,1,Strength-Hard work spotlights the character of people: Some turn up their sleeves  some turn up their noses and some dont turn up at all.,strength hard work spotlight charact peopl turn sleev turn nose dont turn
receive,1,One who creates the opportunity is Brilliant. One who gets the opportunity is Lucky. One who capitalizes on the opportunity is the Winner.,one creat opportun brilliant one get opportun lucki one capit opportun winner
receive,1,Given any condition anyone is in  good or bad  a man has only two choices to make: Change the condition or Adapt to it. Choose the latter.,given condit anyon good bad man two choic make chang condit adapt choos latter
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.,unrest spirit mark life one problem anoth present solv find greatest pleasur
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.,unrest spirit mark life one problem anoth present solv find greatest pleasur
receive,1,Unrest of spirit is a mark of life. One problem after another presents itself and in the solving of them we can find our greatest pleasure.,unrest spirit mark life one problem anoth present solv find greatest pleasur
receive,1,There is nothing in which the birds differ more from man  than the way in which they can build  and yet leave a landscape as it was before.,noth bird differ man way build yet leav landscap
receive,1,He is only advancing in life  whose heart is getting softer  his blood warmer  his brain quicker and his spirit entering into living peace.,advanc life whose heart get softer blood warmer brain quicker spirit enter live peac
receive,1,Within you lies the power to do things you never dreamed possible. This power becomes available to u just as soon as you change ur beliefs.,within lie power thing never dream possibl power becom avail u soon chang ur belief
receive,1,What matters in life is not what you think you can do  but what you really do. So put your thoughts to action and see what miracles you do.,matter life think realli put thought action see miracl
receive,1,What matters in life is not what you think you can do  but what you really do. So put your thoughts to action and see what miracles you do.,matter life think realli put thought action see miracl
receive,1,There will always be dreams grander or humbler than your own but there will never be a dream exactly like your own. Believe in your dreams!,alway dream grander humbler never dream exact like believ dream
receive,1,The world is not a parking place; its a racetrack. Keep moving. No matter when and where u start  u can reach your goal and make a new record!,world park place racetrack keep move matter u start u reach goal make new record
receive,1,The winners of lifes game arent those who have never tasted failure  but those who have tasted failure again and again but never gave up!,winner life game arent never tast failur tast failur never gave
receive,1,The remarkable thing about fearing God is that when you fear God you fear nothing else  whereas if you do not fear God you fear everything.,remark thing fear god fear god fear noth els wherea fear god fear everyth
receive,1,Tackle life with all your skills. Overcome each and every hill. If you persist with all your will  you will enjoy life and all its thrills.,tackl life skill overcom everi hill persist enjoy life thrill
receive,1,Sometimes apologizing doesnt mean that ure wrong and the other is right. It only means that u value the relationship much more than ur ego!,sometim apolog doesnt mean ure wrong right mean u valu relationship much ur ego
receive,1,Pure water is always colourless and crystal clear. Great human beings are always simple and transparent. Embrace the ones that bless your life!,pure water alway colourless crystal clear great human be alway simpl transpar embrac one bless life
receive,1,Dont love the one who is beautiful for the world  love the one who makes your world beautiful.,dont love one beauti world love one make world beauti
receive,1,Our life begins with our cry our life ends with others cry. Try to utilize this gap and laugh as much as possible.,life begin cri life end other cri tri util gap laugh much possibl
receive,1,Happiness is when what you think  what you say and what you do are in harmony.,happi think say harmoni
receive,1,You are today where your thoughts have brought you  you will be tomorrow where your thoughts take you.,today thought brought tomorrow thought take
receive,1,Success is not the key to happiness  instead happiness is the key to success. If you love what you are doing  you will be successful.,success key happi instead happi key success love success
receive,1,There are only two people who can tell you the truth about yourself. A friend who has lost his temper and an enemy who starts loving you.,two peopl tell truth friend lost temper enemi start love
receive,1,Opportunity looks insignificant when its coming and big when its gone! Problem looks big when it coming and insignificant when its gone.,opportun look insignific come big gone problem look big come insignific gone
receive,1,Dear Subscriber  Your Thought30 service has been renewed for next 30 days. If you wish to unsubscribe send STOP to 4040.  To enjoy more Dial 4022 at 1N/min.,dear subscrib thoughtnumb servic renew next number day wish unsubscrib send stop number enjoy dial number numbern min
receive,1,Company of good people is like the shop of perfume  whether you buy it or not  You are bound to receive the fragrance.,compani good peopl like shop perfum whether buy bound receiv fragranc
receive,1,Radiating with a fresh glow  you will draw lots of attention when you follow the amazingly effective beauty tips.Sms  BEAUTY to 4040 to subscribe?N90/30 days,radiat fresh glow draw lot attent follow amaz effect beauti tip sms beauti number subscrib nnumber number day
receive,1,If you cannot find the brighter side of life polish the darker side.,find brighter side life polish darker side
receive,1,If you cannot find the brighter side of life polish the darker side.,find brighter side life polish darker side
receive,1,If you cannot find the brighter side of life polish the darker side.,find brighter side life polish darker side
receive,1,Its hard to wait on something we know might never be ours  but its even harder to give it up when you know it was the only thing you wanted.,hard wait someth know might never even harder give know thing want
receive,1,We do not make many mistakes. We repeat the same mistakes many times and keep expecting a different result every time.,make mani mistak repeat mistak mani time keep expect differ result everi time
receive,1,Dear subscriber  your subscription will expire in 2 days. If you wish to unsubscribe send 'STOP' to 4040.  To enjoy more Dial 4022 at 1N/min. ,dear subscrib subscript expir number day wish unsubscrib send stop number enjoy dial number numbern min
receive,1,A leader is not a person who can perform better than his people- but someone who can inspire his people to perform better than himself.,leader person perform better peopl someon inspir peopl perform better
receive,1,While we were learning to speak  mom understood everything we tried to say. Today we say a lot and claim mom you dont understanding anything.,learn speak mom understood everyth tri say today say lot claim mom dont understand anyth
receive,1,What is status? Its spending the money which we dont have  for the things which we dont need to show the people whom we dont know.,status spend money dont thing dont need show peopl dont know
receive,1,Time makes us forget some people but there are some people who makes us forget the time.,time make us forget peopl peopl make us forget time
receive,1,Success also hurts when you dont have loved one to wish you  failure also looks beautiful when you have a loved to support you.,success also hurt dont love one wish failur also look beauti love support
receive,1,Its not important to go to heaven after we leave  but its important to create a heaven before we leave.,import go heaven leav import creat heaven leav
receive,1,If you want happiness in your life then never be a beggar of love  but always be a donor of love.,want happi life never beggar love alway donor love
receive,1,Trust is like an elastic being stretched by two people. As long as you hold on to it  you will be happy. The moment one leaves the other gets terrible pain.,trust like elast stretch two peopl long hold happi moment one leav get terribl pain
receive,1,There is no road in the world that goes to happiness. But happiness itself is the only way which goes anywhere in the world.,road world goe happi happi way goe anywher world
receive,1,When you rise up  your friends know who you are. When you fall down  you know who your friends are!,rise friend know fall know friend
receive,1,People can live without the person who says- You Are MINE but cant live without the person who says- I am YOURS.,peopl live without person say mine cant live without person say
receive,1,Negative thinkers focus on PROBLEMS- but positive thinkers focus on SOLUTIONS.,negat thinker focus problem posit thinker focus solut
receive,1,Its just meaningless to expect your partner to be of your kind because you cannot hold their right hand in your right to walk together.,meaningless expect partner kind hold right hand right walk togeth
receive,1,If someone points your mistake be happy that at least someone is there  who is interested in your betterment.,someon point mistak happi least someon interest better
receive,1,Dear subscriber  your subscription will expire in 2 days. If you wish to unsubscribe send 'STOP' to 4040.  To enjoy more Dial 4022 at 1N/min. ,dear subscrib subscript expir number day wish unsubscrib send stop number enjoy dial number numbern min
receive,1,An enemy occupies more space in the brain than a friend in the heart.,enemi occupi space brain friend heart
receive,1,There are only two sure ways to buy peace in life forgive what we cannot forget or forget what we cannot forgive.,two sure way buy peac life forgiv forget forget forgiv
receive,1,Positive thinking is not only about expecting the best to happen but it is also accepting whatever happens is for the best.,posit think expect best happen also accept whatev happen best
receive,1,Some reasons make relationships precious but only precious relationship are made without no reason.,reason make relationship precious precious relationship made without reason
receive,1,Success without positive attitude is called luck but success with positive attitude is called achievement.,success without posit attitud call luck success posit attitud call achiev
receive,1,When our nails are growing  we cut our nails and not our fingers similarly when ego starts rising  cut your ego not your relations.,nail grow cut nail finger similar ego start rise cut ego relat
receive,1,Two bulls always fight in a human mind- Good and Bad. Do you know which one wins? The one you feed the most.,two bull alway fight human mind good bad know one win one feed
receive,1,Style is what should be shown to strangers  if it is showed to dear ones  it becomes attitude.,style shown stranger show dear one becom attitud
receive,1,A small dot can stop a big sentence  but few more dots can give continuity. Every ending can be a new beginning!,small dot stop big sentenc dot give continu everi end new begin
receive,1,Life has no second edition to correct it later. It has only one edition which should be the best so be careful while writing every page.,life second edit correct later one edit best care write everi page
receive,1,Speak only when you feel your words are better than the silence.,speak feel word better silenc
receive,1,Life is the best school  god is the best teacher. Problem is the best assignment  Failure is the best revision.,life best school god best teacher problem best assign failur best revis
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.,relationship doesnt build shake hand best time blossom hold hand firm critic time
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.,relationship doesnt build shake hand best time blossom hold hand firm critic time
receive,1,A relationship doesnt builds by just shaking hands in the best times. But it blossoms by holding the hands firmly in the critical times.,relationship doesnt build shake hand best time blossom hold hand firm critic time
receive,1,If your vision is for a year plant wheat  if your vision is for ten years plant trees  but if your vision is for a lifetime plant people.,vision year plant wheat vision ten year plant tree vision lifetim plant peopl
receive,1,If your vision is for a year plant wheat  if your vision is for ten years plant trees  but if your vision is for a lifetime plant people.,vision year plant wheat vision ten year plant tree vision lifetim plant peopl
receive,1,Failure is not when you dont reach your GOALS. It is when you dont have any goals to reach.,failur dont reach goal dont goal reach
receive,1,The best defence to a verbal attack is silence. Try to control and curb your urge to answer back.,best defenc verbal attack silenc tri control curb urg answer back
receive,1,A good relation does not depends on how good understanding we have  but it depends on how better we avoid misunderstanding.,good relat depend good understand depend better avoid misunderstand
receive,1,A good relation does not depends on how good understanding we have  but it depends on how better we avoid misunderstanding.,good relat depend good understand depend better avoid misunderstand
receive,1,Life is the art of drawing without an eraser so be careful while taking any small decisions about the valuable pages of life.,life art draw without eras care take small decis valuabl page life
receive,1,Vision without action is a day dream  Action without vision is a nightmare.,vision without action day dream action without vision nightmar
receive,1,Vision without action is a day dream  Action without vision is a nightmare.,vision without action day dream action without vision nightmar
receive,1,Life is like a novel and everyday is a new page  so if a page is sad dont worry just turn the page next one will be happy.,life like novel everyday new page page sad dont worri turn page next one happi
receive,1,Living in the favourable and unfavourable situation is called a part of life  but smiling in all those situations is called art of life.,live favour unfavour situat call part life smile situat call art life
receive,1,Forget your own sadness by creating a little happiness for others. Because when you are good to others  you are best to yourself.,forget sad creat littl happi other good other best
receive,1,Life is a continuous challenge and a constant struggle from up to down. We are not made rich by what is in our pocket but by what is in our hearts.,life continu challeng constant struggl made rich pocket heart
receive,1,People say find good people and leave the bad ones  but lets change it by finding the good in people and ignore the bad in them.,peopl say find good peopl leav bad one let chang find good peopl ignor bad
receive,1,Trust is a like a paper- once it is crumpled  it cannot be perfect again.,trust like paper crumpl perfect
receive,1,Never expect things to happen  struggle and make them happen. Never expect yourself to be given a good value create a value of your own.,never expect thing happen struggl make happen never expect given good valu creat valu
receive,1,Speaking truth but with anger in the background or truth with hatred does not bring success. Speak firmly with sweetness.,speak truth anger background truth hatr bring success speak firm sweet
receive,1,Darkest time of the day is the minute before sunrise. When you feel its the darkest moment in life  the bright moment is just a minute away.,darkest time day minut sunris feel darkest moment life bright moment minut away
receive,1,Past mistakes and failures are like stern and compelling schoolteachers  pushing you to work even harder for great scholarship and success.,past mistak failur like stern compel schoolteach push work even harder great scholarship success
receive,1,Our life begins with our cry and ends with anothers cry. Try to fill this gap with as much laughter as possible. Live life to the fullest!,life begin cri end anoth cri tri fill gap much laughter possibl live life fullest
receive,1,Nothing worthwhile ever happens quickly and easily. You achieve only as you are determined to achieve and as you keep at it until you have.,noth worthwhil ever happen quick easili achiev determin achiev keep
receive,1,If you can muster the courage to face problems  they will vanish soon. A ship at harbour is safe  but that is not what ships are built for.,muster courag face problem vanish soon ship harbour safe ship built
receive,1,Fear is a habit; so is defeat  anxiety  despair and hopelessness. Eliminate all these negative habits with 2 simple resolves: I can and I will!,fear habit defeat anxieti despair hopeless elimin negat habit number simpl resolv
receive,1,Everyone has a voice deep inside; a voice that says  shine. The only difference-some have loud voices; some have quiet ones. Listen hard!,everyon voic deep insid voic say shine differ loud voic quiet one listen hard
receive,1,Dreaming what you want to dream  thats the beauty of the human mind. Doing anything you want to do  thats the strength of the human will.,dream want dream that beauti human mind anyth want that strength human
receive,1,Does any one of us try to change the bad world we crib about? Lets do atleast 1 thing today that makes the world a better place to live in.,one us tri chang bad world crib let atleast number thing today make world better place live
receive,1,Do not brood over your past mistakes and failures as this will only fill your mind with grief and regret. Just never repeat them in the future.,brood past mistak failur fill mind grief regret never repeat futur
receive,1,A great thing a little lamp can do but the huge sun cannot is that it can spread light at night. No one is superior by size but by purpose.,great thing littl lamp huge sun spread light night one superior size purpos
